PLZ,Ort,Gemeinde,Kanton
4715,Herbetswil,Herbetswil,SO
4716,"Gänsbrunnen","Welschenrohr-Gänsbrunnen",SO
4716,Welschenrohr,"Welschenrohr-Gänsbrunnen",SO
4717,"Mümliswil","Mümliswil-Ramiswil",SO
4718,"Holderbank SO","Holderbank (SO)",SO
4719,Ramiswil,"Mümliswil-Ramiswil",SO
4800,Zofingen,Zofingen,AG
4802,Strengelbach,Strengelbach,AG
4803,Vordemwald,Vordemwald,AG
4805,Brittnau,Brittnau,AG
4806,Wikon,Wikon,LU
4812,"Mühlethal",Zofingen,AG
4813,Uerkheim,Uerkheim,AG
4814,Bottenwil,Bottenwil,AG
4852,Rothrist,Rothrist,AG
4853,Murgenthal,Murgenthal,AG
4853,"Riken AG",Murgenthal,AG
4856,"Glashütten",Murgenthal,AG
4900,Langenthal,Langenthal,BE
4911,"Schwarzhäusern","Schwarzhäusern",BE
4912,Aarwangen,Aarwangen,BE
4913,Bannwil,Bannwil,BE
4914,"Roggwil BE","Roggwil (BE)",BE
4915,"St. Urban",Pfaffnau,LU
4916,Untersteckholz,Langenthal,BE
4917,"Busswil b. Melchnau","Busswil bei Melchnau",BE
4917,Melchnau,Melchnau,BE
4919,Reisiswil,Reisiswil,BE
4922,"Bützberg",Thunstetten,BE
4922,Thunstetten,Thunstetten,BE
4923,Wynau,Wynau,BE
4924,Obersteckholz,Langenthal,BE
4932,Gutenburg,Madiswil,BE
4932,Lotzwil,Lotzwil,BE
4933,"Rütschelen","Rütschelen",BE
4934,Madiswil,Madiswil,BE
4935,Leimiswil,Madiswil,BE
4936,Kleindietwil,Madiswil,BE
4937,Ursenbach,Ursenbach,BE
4938,Rohrbach,Rohrbach,BE
4938,Rohrbachgraben,Rohrbachgraben,BE
4942,"Walterswil BE","Walterswil (BE)",BE
4943,Oeschenbach,Oeschenbach,BE
4944,Auswil,Auswil,BE
4950,Huttwil,Huttwil,BE
4952,Eriswil,Eriswil,BE
4953,"Schwarzenbach (Huttwil)",Huttwil,BE
4954,Wyssachen,Wyssachen,BE
4955,Gondiswil,Gondiswil,BE
5000,Aarau,Aarau,AG
5012,Eppenberg,"Eppenberg-Wöschnau",SO
5012,"Schönenwerd","Schönenwerd",SO
5012,"Wöschnau","Eppenberg-Wöschnau",SO
5013,"Niedergösgen","Niedergösgen",SO
5014,Gretzenbach,Gretzenbach,SO
5015,"Erlinsbach SO","Erlinsbach (SO)",SO
5017,Barmelweid,"Erlinsbach (AG)",AG
5018,Erlinsbach,"Erlinsbach (AG)",AG
5022,Rombach,"Küttigen",AG
5023,Biberstein,Biberstein,AG
5024,"Küttigen","Küttigen",AG
5025,Asp,"Densbüren",AG
5026,"Densbüren","Densbüren",AG
5027,Herznach,Herznach,AG
5028,Ueken,Ueken,AG
5032,"Aarau Rohr",Aarau,AG
5033,"Buchs AG","Buchs (AG)",AG
5034,Suhr,Suhr,AG
5035,Unterentfelden,Unterentfelden,AG
5036,Oberentfelden,Oberentfelden,AG
5037,Muhen,Muhen,AG
5040,"Schöftland","Schöftland",AG
5042,Hirschthal,Hirschthal,AG
5043,Holziken,Holziken,AG
5044,Schlossrued,Schlossrued,AG
5046,Schmiedrued,Schmiedrued,AG
5046,"Walde AG",Schmiedrued,AG
5053,Staffelbach,Staffelbach,AG
5053,Wittwil,Staffelbach,AG
5054,Kirchleerau,Kirchleerau,AG
5054,Moosleerau,Moosleerau,AG
5056,Attelwil,Reitnau,AG
5057,Reitnau,Reitnau,AG
5058,Wiliberg,Wiliberg,AG
5062,Oberhof,Oberhof,AG
5063,"Wölflinswil","Wölflinswil",AG
5064,Wittnau,Wittnau,AG
5070,Frick,Frick,AG
5072,Oeschgen,Oeschgen,AG
5073,Gipf-Oberfrick,Gipf-Oberfrick,AG
5074,Eiken,Eiken,AG
5075,Hornussen,Hornussen,AG
5076,"Bözen","Bözen",AG
5077,Elfingen,Elfingen,AG
5078,Effingen,Effingen,AG
5079,Zeihen,Zeihen,AG
5080,Laufenburg,Laufenburg,AG
5082,Kaisten,Kaisten,AG
5083,Ittenthal,Kaisten,AG
5084,Rheinsulz,Laufenburg,AG
5085,"Sulz AG",Laufenburg,AG
5102,Rupperswil,Rupperswil,AG
5103,"Möriken AG","Möriken-Wildegg",AG
5103,Wildegg,"Möriken-Wildegg",AG
5105,Auenstein,Auenstein,AG
5106,"Veltheim AG","Veltheim (AG)",AG
5107,"Schinznach Dorf",Schinznach,AG
5108,Oberflachs,Schinznach,AG
5112,"Thalheim AG","Thalheim (AG)",AG
5113,"Holderbank AG","Holderbank (AG)",AG
5116,"Schinznach Bad",Brugg,AG
5200,"Brugg AG",Brugg,AG
5210,Windisch,Windisch,AG
5212,"Hausen AG","Hausen (AG)",AG
5213,Villnachern,Villnachern,AG
5222,Umiken,Brugg,AG
5223,Riniken,Riniken,AG
5225,"Bözberg","Bözberg",AG
5233,Stilli,Villigen,AG
5234,Villigen,Villigen,AG
5235,"Rüfenach AG","Rüfenach",AG
5236,Remigen,Remigen,AG
5237,"Mönthal","Mönthal",AG
5242,Birr,Birr,AG
5242,Lupfig,Lupfig,AG
5243,"Mülligen","Mülligen",AG
5244,Birrhard,Birrhard,AG
5245,Habsburg,Habsburg,AG
5246,Scherz,Lupfig,AG
5272,Gansingen,Gansingen,AG
5273,"Oberhofen AG",Mettauertal,AG
5274,Mettau,Mettauertal,AG
5275,Etzgen,Mettauertal,AG
5276,"Wil AG",Mettauertal,AG
5277,Hottwil,Mettauertal,AG
5300,Turgi,Turgi,AG
5301,"Siggenthal Station",Untersiggenthal,AG
5303,"Würenlingen","Würenlingen",AG
5304,Endingen,Endingen,AG
5305,Unterendingen,Endingen,AG
5306,Tegerfelden,Tegerfelden,AG
5312,"Döttingen","Döttingen",AG
5313,Klingnau,Klingnau,AG
5314,"Kleindöttingen","Böttstein",AG
5315,"Böttstein","Böttstein",AG
5316,Leuggern,Leuggern,AG
5317,Hettenschwil,Leuggern,AG
5318,Mandach,Mandach,AG
5322,Koblenz,Koblenz,AG
5323,Rietheim,Rietheim,AG
5324,Full-Reuenthal,Full-Reuenthal,AG
5325,Leibstadt,Leibstadt,AG
5326,Schwaderloch,Schwaderloch,AG
5330,"Bad Zurzach","Bad Zurzach",AG
5332,"Rekingen AG","Rekingen (AG)",AG
5333,Baldingen,Baldingen,AG
5334,"Böbikon","Böbikon",AG
5400,Baden,Baden,AG
5405,"Dättwil AG",Baden,AG
5406,"Rütihof",Baden,AG
5408,Ennetbaden,Ennetbaden,AG
5412,Gebenstorf,Gebenstorf,AG
5412,"Vogelsang AG",Gebenstorf,AG
5413,"Birmenstorf AG","Birmenstorf (AG)",AG
5415,"Hertenstein AG",Obersiggenthal,AG
5415,"Nussbaumen AG",Obersiggenthal,AG
5415,"Rieden AG",Obersiggenthal,AG
5416,"Kirchdorf AG",Obersiggenthal,AG
5417,Untersiggenthal,Untersiggenthal,AG
5420,Ehrendingen,Ehrendingen,AG
5423,Freienwil,Freienwil,AG
5425,Schneisingen,Schneisingen,AG
5426,"Lengnau AG","Lengnau (AG)",AG
5430,Wettingen,Wettingen,AG
5432,Neuenhof,Neuenhof,AG
5436,"Würenlos","Würenlos",AG
5442,Fislisbach,Fislisbach,AG
5443,Niederrohrdorf,Niederrohrdorf,AG
5444,"Künten","Künten",AG
5445,Eggenwil,Eggenwil,AG
5452,Oberrohrdorf,Oberrohrdorf,AG
5453,Remetschwil,Remetschwil,AG
5454,Bellikon,Bellikon,AG
5462,Siglistorf,Siglistorf,AG
5463,Wislikofen,Wislikofen,AG
5464,"Rümikon AG","Rümikon",AG
5465,Mellikon,Mellikon,AG
5466,"Kaiserstuhl AG",Kaiserstuhl,AG
5467,Fisibach,Fisibach,AG
5502,Hunzenschwil,Hunzenschwil,AG
5503,Schafisheim,Schafisheim,AG
5504,Othmarsingen,Othmarsingen,AG
5505,Brunegg,Brunegg,AG
5506,"Mägenwil","Mägenwil",AG
5507,Mellingen,Mellingen,AG
5512,Wohlenschwil,Wohlenschwil,AG
5522,"Tägerig","Tägerig",AG
5524,Nesselnbach,"Niederwil (AG)",AG
5524,"Niederwil AG","Niederwil (AG)",AG
5525,"Fischbach-Göslikon","Fischbach-Göslikon",AG
5600,"Ammerswil AG",Ammerswil,AG
5600,Lenzburg,Lenzburg,AG
5603,Staufen,Staufen,AG
5604,Hendschiken,Hendschiken,AG
5605,Dottikon,Dottikon,AG
5606,Dintikon,Dintikon,AG
5607,"Hägglingen","Hägglingen",AG
5608,"Stetten AG","Stetten (AG)",AG
5610,"Wohlen AG","Wohlen (AG)",AG
5611,Anglikon,"Wohlen (AG)",AG
5612,Villmergen,Villmergen,AG
5613,Hilfikon,Villmergen,AG
5614,Sarmenstorf,Sarmenstorf,AG
5615,Fahrwangen,Fahrwangen,AG
5616,Meisterschwanden,Meisterschwanden,AG
5617,Tennwil,Meisterschwanden,AG
5618,Bettwil,Bettwil,AG
5619,"Büttikon AG","Büttikon",AG
5619,Uezwil,Uezwil,AG
5620,"Bremgarten AG","Bremgarten (AG)",AG
5621,Zufikon,Zufikon,AG
5622,Waltenschwil,Waltenschwil,AG
5623,Boswil,Boswil,AG
5624,"Bünzen","Bünzen",AG
5624,"Waldhäusern AG","Bünzen",AG
5625,Kallern,Kallern,AG
5626,Hermetschwil-Staffeln,"Bremgarten (AG)",AG
5627,"Besenbüren","Besenbüren",AG
5628,Aristau,Aristau,AG
5630,"Muri AG","Muri (AG)",AG
5632,Buttwil,Buttwil,AG
5634,Merenschwand,Merenschwand,AG
5636,Benzenschwil,Merenschwand,AG
5637,"Beinwil (Freiamt)","Beinwil (Freiamt)",AG
5637,Geltwil,Geltwil,AG
5642,"Mühlau","Mühlau",AG
5643,Alikon,Sins,AG
5643,Meienberg,Sins,AG
5643,Sins,Sins,AG
5644,Auw,Auw,AG
5645,Aettenschwil,Sins,AG
5645,Fenkrieden,Sins,AG
5646,"Abtwil AG",Abtwil,AG
5647,"Oberrüti","Oberrüti",AG
5702,Niederlenz,Niederlenz,AG
5703,Seon,Seon,AG
5704,Egliswil,Egliswil,AG
5705,Hallwil,Hallwil,AG
5706,Boniswil,Boniswil,AG
5707,Seengen,Seengen,AG
5708,Birrwil,Birrwil,AG
5712,"Beinwil am See","Beinwil am See",AG
5722,"Gränichen","Gränichen",AG
5723,"Teufenthal AG","Teufenthal (AG)",AG
5724,"Dürrenäsch","Dürrenäsch",AG
5725,Leutwil,Leutwil,AG
5726,Unterkulm,Unterkulm,AG
5727,Oberkulm,Oberkulm,AG
5728,Gontenschwil,Gontenschwil,AG
5732,Zetzwil,Zetzwil,AG
5733,"Leimbach AG","Leimbach (AG)",AG
5734,"Reinach AG","Reinach (AG)",AG
5735,"Pfeffikon LU","Rickenbach (LU)",LU
5736,"Burg AG","Burg (AG)",AG
5737,Menziken,Menziken,AG
5742,"Kölliken","Kölliken",AG
5745,Safenwil,Safenwil,AG
5746,"Walterswil SO","Walterswil (SO)",SO
6005,"St. Niklausen LU",Horw,LU
6006,Luzern,Luzern,LU
6010,Kriens,Kriens,LU
6012,Obernau,Kriens,LU
6013,Eigenthal,Schwarzenberg,LU
6016,"Hellbühl",Neuenkirch,LU
6017,Ruswil,Ruswil,LU
6018,Buttisholz,Buttisholz,LU
6019,Sigigen,Ruswil,LU
6020,"Emmenbrücke",Emmen,LU
6022,Grosswangen,Grosswangen,LU
6023,Rothenburg,Rothenburg,LU
6024,Hildisrieden,Hildisrieden,LU
6025,Neudorf,"Beromünster",LU
6026,Rain,Rain,LU
6027,"Römerswil LU","Römerswil",LU
6028,Herlisberg,"Römerswil",LU
6030,Ebikon,Ebikon,LU
6032,Emmen,Emmen,LU
6033,Buchrain,Buchrain,LU
6034,Inwil,Inwil,LU
6035,Perlen,Buchrain,LU
6036,Dierikon,Dierikon,LU
6037,Root,Root,LU
6038,Gisikon,Gisikon,LU
6038,Honau,Honau,LU
6039,"Root D4",Root,LU
6042,Dietwil,Dietwil,AG
6043,Adligenswil,Adligenswil,LU
6044,Udligenswil,Udligenswil,LU
6045,Meggen,Meggen,LU
6047,Kastanienbaum,Horw,LU
6048,Horw,Horw,LU
6052,"Hergiswil NW","Hergiswil (NW)",NW
6053,Alpnachstad,Alpnach,OW
6055,"Alpnach Dorf",Alpnach,OW
6056,"Kägiswil",Sarnen,OW
6060,Ramersberg,Sarnen,OW
6060,Sarnen,Sarnen,OW
6062,"Wilen (Sarnen)",Sarnen,OW
6063,"Stalden (Sarnen)",Sarnen,OW
6064,Kerns,Kerns,OW
6066,"St. Niklausen OW",Kerns,OW
6067,Melchtal,Kerns,OW
6068,Melchsee-Frutt,Kerns,OW
6072,Sachseln,Sachseln,OW
6073,"Flüeli-Ranft",Sachseln,OW
6074,Giswil,Giswil,OW
6078,"Bürglen OW",Lungern,OW
6078,Lungern,Lungern,OW
6083,"Hasliberg Hohfluh",Hasliberg,BE
6084,"Hasliberg Wasserwendi",Hasliberg,BE
6085,"Hasliberg Goldern",Hasliberg,BE
6086,"Hasliberg Reuti",Hasliberg,BE
6102,Malters,Malters,LU
6103,"Schwarzenberg LU",Schwarzenberg,LU
6105,"Schachen LU",Werthenstein,LU
6106,Werthenstein,Werthenstein,LU
6110,"Fontannen b. Wolhusen",Romoos,LU
6110,Wolhusen,Wolhusen,LU
6112,Doppleschwand,Doppleschwand,LU
6113,Romoos,Romoos,LU
6114,Steinhuserberg,Wolhusen,LU
6122,Menznau,Menznau,LU
6123,Geiss,Menznau,LU
6125,Menzberg,Menznau,LU
6126,Daiwil,Willisau,LU
6130,Willisau,Willisau,LU
6132,Rohrmatt,Willisau,LU
6133,"Hergiswil b. Willisau","Hergiswil bei Willisau",LU
6142,Gettnau,Willisau,LU
6143,Ohmstal,"Schötz",LU
6144,"Zell LU","Zell (LU)",LU
6145,"Fischbach LU",Fischbach,LU
6146,Grossdietwil,Grossdietwil,LU
6147,"Altbüron","Altbüron",LU
6152,"Hüswil","Zell (LU)",LU
6153,Ufhusen,Ufhusen,LU
6154,Hofstatt,Luthern,LU
6156,Luthern,Luthern,LU
6156,"Luthern Bad",Luthern,LU
6162,Entlebuch,Entlebuch,LU
6162,"Finsterwald b. Entlebuch",Entlebuch,LU
6162,Rengg,Entlebuch,LU
6163,Ebnet,Entlebuch,LU
6166,"Hasle LU","Hasle (LU)",LU
6167,Bramboden,Romoos,LU
6170,"Schüpfheim","Schüpfheim",LU
6173,"Flühli LU","Flühli",LU
6174,"Sörenberg","Flühli",LU
6182,Escholzmatt,Escholzmatt-Marbach,LU
6192,Wiggen,Escholzmatt-Marbach,LU
6196,"Marbach LU",Escholzmatt-Marbach,LU
6197,Schangnau,Schangnau,BE
6203,"Sempach Station",Neuenkirch,LU
6204,Sempach,Sempach,LU
6205,Eich,Eich,LU
6206,Neuenkirch,Neuenkirch,LU
6207,Nottwil,Nottwil,LU
6208,"Oberkirch LU",Oberkirch,LU
6210,Sursee,Sursee,LU
6211,"Buchs LU",Dagmersellen,LU
6212,Kaltbach,Mauensee,LU
6212,"St. Erhard",Knutwil,LU
6213,Knutwil,Knutwil,LU
6214,Schenkon,Schenkon,LU
6215,"Beromünster","Beromünster",LU
6215,"Schwarzenbach LU","Beromünster",LU
6216,Mauensee,Mauensee,LU
6217,Kottwil,Ettiswil,LU
6218,Ettiswil,Ettiswil,LU
6221,"Rickenbach LU","Rickenbach (LU)",LU
6222,Gunzwil,"Beromünster",LU
6231,Schlierbach,Schlierbach,LU
6232,Geuensee,Geuensee,LU
6233,"Büron","Büron",LU
6234,Kulmerau,Triengen,LU
6234,Triengen,Triengen,LU
6235,Winikon,Triengen,LU
6236,Wilihof,Triengen,LU
6242,Wauwil,Wauwil,LU
6243,Egolzwil,Egolzwil,LU
6244,Nebikon,Nebikon,LU
6245,Ebersecken,Altishofen,LU
6246,Altishofen,Altishofen,LU
6247,"Schötz","Schötz",LU
6248,Alberswil,Alberswil,LU
6252,Dagmersellen,Dagmersellen,LU
6253,Uffikon,Dagmersellen,LU
6260,Hintermoos,Wikon,LU
6260,Mehlsecken,Reiden,LU
6260,Reiden,Reiden,LU
6260,Reidermoos,Reiden,LU
6262,"Langnau b. Reiden",Reiden,LU
6263,Richenthal,Reiden,LU
6264,Pfaffnau,Pfaffnau,LU
6265,Roggliswil,Roggliswil,LU
6274,"Eschenbach LU","Eschenbach (LU)",LU
6275,Ballwil,Ballwil,LU
6276,Hohenrain,Hohenrain,LU
6277,Kleinwangen,Hohenrain,LU
6277,"Lieli LU",Hohenrain,LU
6280,Hochdorf,Hochdorf,LU
6280,Urswil,Hochdorf,LU
6283,Baldegg,Hochdorf,LU
6284,Gelfingen,Hitzkirch,LU
6284,"Sulz LU",Hitzkirch,LU
6285,Hitzkirch,Hitzkirch,LU
6285,Retschwil,Hitzkirch,LU
6286,Altwis,Hitzkirch,LU
6287,"Aesch LU","Aesch (LU)",LU
6288,Schongau,Schongau,LU
6289,"Hämikon",Hitzkirch,LU
6289,"Müswangen",Hitzkirch,LU
6294,Ermensee,Ermensee,LU
6295,Mosen,Hitzkirch,LU
6300,Zug,Zug,ZG
6300,Zugerberg,Zug,ZG
6312,Steinhausen,Steinhausen,ZG
6313,Edlibach,Menzingen,ZG
6313,Finstersee,Menzingen,ZG
6313,Menzingen,Menzingen,ZG
6314,"Neuägeri","Unterägeri",ZG
6314,"Unterägeri","Unterägeri",ZG
6315,Alosen,"Oberägeri",ZG
6315,Morgarten,"Oberägeri",ZG
6315,"Oberägeri","Oberägeri",ZG
6317,"Oberwil b. Zug",Zug,ZG
6318,Walchwil,Walchwil,ZG
6319,Allenwinden,Baar,ZG
6330,Cham,Cham,ZG
6331,"Hünenberg","Hünenberg",ZG
6332,Hagendorn,Cham,ZG
6333,"Hünenberg See","Hünenberg",ZG
6340,Baar,Baar,ZG
6340,Sihlbrugg,"Hausen am Albis",ZH
6343,Buonas,Risch,ZG
6343,"Holzhäusern ZG",Risch,ZG
6343,Risch,Risch,ZG
6343,Rotkreuz,Risch,ZG
6344,Meierskappel,Meierskappel,LU
6345,Neuheim,Neuheim,ZG
6353,Weggis,Weggis,LU
6354,Vitznau,Vitznau,LU
6356,"Rigi Kaltbad",Weggis,LU
6362,Stansstad,Stansstad,NW
6363,"Bürgenstock","Ennetbürgen",NW
6363,"Fürigen",Stansstad,NW
6363,"Obbürgen",Stansstad,NW
6365,Kehrsiten,Stansstad,NW
6370,"Oberdorf NW","Oberdorf (NW)",NW
6370,Stans,Stans,NW
6372,Ennetmoos,Ennetmoos,NW
6373,"Ennetbürgen","Ennetbürgen",NW
6374,Buochs,Buochs,NW
6375,Beckenried,Beckenried,NW
6376,Emmetten,Emmetten,NW
6377,Seelisberg,Seelisberg,UR
6382,"Büren NW","Oberdorf (NW)",NW
6383,Dallenwil,Dallenwil,NW
6383,Niederrickenbach,"Oberdorf (NW)",NW
6383,Wiesenberg,Dallenwil,NW
6383,Wirzweli,Dallenwil,NW
6386,Wolfenschiessen,Wolfenschiessen,NW
6387,Oberrickenbach,Wolfenschiessen,NW
6388,Grafenort,Wolfenschiessen,NW
6390,Engelberg,Engelberg,OW
6402,Merlischachen,"Küssnacht (SZ)",SZ
6403,"Küssnacht am Rigi","Küssnacht (SZ)",SZ
6404,Greppen,Greppen,LU
6405,Immensee,"Küssnacht (SZ)",SZ
6410,Goldau,Arth,SZ
6410,"Rigi Klösterli",Arth,SZ
6410,"Rigi Kulm",Arth,SZ
6410,"Rigi Scheidegg",Gersau,SZ
6410,"Rigi Staffel",Arth,SZ
6414,Oberarth,Arth,SZ
6415,Arth,Arth,SZ
6416,Steinerberg,Steinerberg,SZ
6417,Sattel,Sattel,SZ
6418,Rothenthurm,Rothenthurm,SZ
6422,Steinen,Steinen,SZ
6423,"Seewen SZ",Schwyz,SZ
6424,Lauerz,Lauerz,SZ
6430,Schwyz,Schwyz,SZ
6432,"Rickenbach b. Schwyz",Schwyz,SZ
6433,"Stoos SZ",Morschach,SZ
6434,Illgau,Illgau,SZ
6436,Bisisthal,Muotathal,SZ
6436,Muotathal,Muotathal,SZ
6436,"Ried (Muotathal)",Muotathal,SZ
6438,Ibach,Schwyz,SZ
6440,Brunnen,Ingenbohl,SZ
6441,"Rütli",Seelisberg,UR
6442,Gersau,Gersau,SZ
6443,Morschach,Morschach,SZ
6452,Riemenstalden,Riemenstalden,SZ
6452,Sisikon,Sisikon,UR
6454,"Flüelen","Flüelen",UR
6460,"Altdorf UR","Altdorf (UR)",UR
6461,Isenthal,Isenthal,UR
6462,"Seedorf UR","Seedorf (UR)",UR
6463,"Bürglen UR","Bürglen (UR)",UR
6464,Spiringen,Spiringen,UR
6465,"Unterschächen","Unterschächen",UR
6466,Bauen,"Seedorf (UR)",UR
6467,Schattdorf,Schattdorf,UR
6468,Attinghausen,Attinghausen,UR
6469,"Haldi b. Schattdorf",Schattdorf,UR
6472,Erstfeld,Erstfeld,UR
6473,Silenen,Silenen,UR
6474,Amsteg,Silenen,UR
6475,Bristen,Silenen,UR
6476,Intschi,Silenen,UR
6482,Gurtnellen,Gurtnellen,UR
6484,"Wassen UR",Wassen,UR
6485,Meien,Wassen,UR
6487,"Göschenen","Göschenen",UR
6490,Andermatt,Andermatt,UR
6491,Realp,Realp,UR
6493,Hospental,Hospental,UR
6500,Bellinzona,Bellinzona,TI
6512,Giubiasco,Bellinzona,TI
6513,"Monte Carasso",Bellinzona,TI
6514,Sementina,Bellinzona,TI
6515,Gudo,Bellinzona,TI
6516,Cugnasco,Cugnasco-Gerra,TI
6517,Arbedo,Arbedo-Castione,TI
6518,Gorduno,Bellinzona,TI
6523,Preonzo,Bellinzona,TI
6524,Moleno,Bellinzona,TI
6525,Gnosca,Bellinzona,TI
6526,Prosito,Riviera,TI
6527,Lodrino,Riviera,TI
6528,Camorino,Bellinzona,TI
6532,Castione,Arbedo-Castione,TI
6533,Lumino,Lumino,TI
6534,"S. Vittore","San Vittore",GR
6535,"Roveredo GR","Roveredo (GR)",GR
6537,Grono,Grono,GR
6538,Verdabbio,Grono,GR
6540,Castaneda,Castaneda,GR
6541,"Sta. Maria in Calanca","Santa Maria in Calanca",GR
6542,Buseno,Buseno,GR
6543,Arvigo,Calanca,GR
6544,Braggio,Calanca,GR
6545,Selma,Calanca,GR
6546,Cauco,Calanca,GR
6548,Augio,Rossa,GR
6548,Rossa,Rossa,GR
6548,"Sta. Domenica",Rossa,GR
6549,Laura,"Roveredo (GR)",GR
6556,Leggia,Grono,GR
6557,Cama,Cama,GR
6558,Lostallo,Lostallo,GR
6562,Soazza,Soazza,GR
6563,Mesocco,Mesocco,GR
6565,"S. Bernardino",Mesocco,GR
6571,Indemini,Gambarogno,TI
6572,Quartino,Gambarogno,TI
6573,Magadino,Gambarogno,TI
6574,"Vira (Gambarogno)",Gambarogno,TI
6575,"S. Nazzaro",Gambarogno,TI
6575,Vairano,Gambarogno,TI
6576,"Gerra (Gambarogno)",Gambarogno,TI
6577,Ranzo,Gambarogno,TI
6578,Caviano,Gambarogno,TI
6579,Piazzogna,Gambarogno,TI
6582,Pianezzo,Bellinzona,TI
6583,"S. Antonio (Val Morobbia)",Bellinzona,TI
6584,Carena,Bellinzona,TI
6592,"S. Antonino","Sant'Antonino",TI
6593,Cadenazzo,Cadenazzo,TI
6594,Contone,Gambarogno,TI
6595,Riazzino,Lavertezzo,TI
6596,Gordola,Gordola,TI
6597,Agarone,Cugnasco-Gerra,TI
6598,Tenero,Tenero-Contra,TI
6599,Robasacco,Cadenazzo,TI
6600,Locarno,Locarno,TI
6600,Muralto,Muralto,TI
6600,Solduno,Locarno,TI
6611,Crana,Onsernone,TI
6611,Gresso,Onsernone,TI
6611,Mosogno,Onsernone,TI
6612,Ascona,Ascona,TI
6613,"Porto Ronco","Ronco sopra Ascona",TI
6614,Brissago,Brissago,TI
6614,"Isole di Brissago",Brissago,TI
6616,Losone,Losone,TI
6618,Arcegno,Losone,TI
6622,"Ronco sopra Ascona","Ronco sopra Ascona",TI
6631,Corippo,Verzasca,TI
6632,Vogorno,Verzasca,TI
6633,Lavertezzo,Verzasca,TI
6634,"Brione (Verzasca)",Verzasca,TI
6635,"Gerra (Verzasca)",Verzasca,TI
6636,Frasco,Verzasca,TI
6637,Sonogno,Verzasca,TI
6644,Orselina,Orselina,TI
6645,"Brione sopra Minusio","Brione sopra Minusio",TI
6646,Contra,Tenero-Contra,TI
6647,Mergoscia,Mergoscia,TI
6648,Minusio,Minusio,TI
6652,Tegna,"Terre di Pedemonte",TI
6653,Verscio,"Terre di Pedemonte",TI
6654,Cavigliano,"Terre di Pedemonte",TI
6655,Intragna,Centovalli,TI
6655,Rasa,Centovalli,TI
6655,Verdasio,Centovalli,TI
6656,Golino,Centovalli,TI
6657,Palagnedra,Centovalli,TI
6658,Borgnone,Centovalli,TI
6659,Camedo,Centovalli,TI
6659,Moneto,Centovalli,TI
6661,Auressio,Onsernone,TI
6661,Berzona,Onsernone,TI
6661,Loco,Onsernone,TI
6662,Russo,Onsernone,TI
6663,Comologno,Onsernone,TI
6663,Spruga,Onsernone,TI
6664,Vergeletto,Onsernone,TI
6670,Avegno,"Avegno Gordevio",TI
6672,Gordevio,"Avegno Gordevio",TI
6673,Maggia,Maggia,TI
6674,Riveo,Maggia,TI
6674,Someo,Maggia,TI
6675,Cevio,Cevio,TI
6676,Bignasco,Cevio,TI
6677,Aurigeno,Maggia,TI
6677,Moghegno,Maggia,TI
6678,Coglio,Maggia,TI
6678,Giumaglio,Maggia,TI
6678,Lodano,Maggia,TI
6682,Linescio,Linescio,TI
6683,Cerentino,Cerentino,TI
6683,"Niva (Vallemaggia)","Campo (Vallemaggia)",TI
6684,"Campo (Vallemaggia)","Campo (Vallemaggia)",TI
6684,Cimalmotto,"Campo (Vallemaggia)",TI
6685,Bosco/Gurin,Bosco/Gurin,TI
6690,Cavergno,Cevio,TI
6690,"S. Carlo (Val Bavona)",Cevio,TI
6692,Brontallo,Lavizzara,TI
6692,Menzonio,Lavizzara,TI
6693,Broglio,Lavizzara,TI
6694,Prato-Sornico,Lavizzara,TI
6695,Peccia,Lavizzara,TI
6695,"Piano di Peccia",Lavizzara,TI
6696,Fusio,Lavizzara,TI
6702,Claro,Bellinzona,TI
6703,Osogna,Riviera,TI
6705,Cresciano,Riviera,TI
6707,Iragna,Riviera,TI
6710,Biasca,Biasca,TI
6713,Malvaglia,Serravalle,TI
6714,Semione,Serravalle,TI
6715,Dongio,Acquarossa,TI
6716,Acquarossa,Acquarossa,TI
6716,Leontica,Acquarossa,TI
6716,Lottigna,Acquarossa,TI
6717,Dangio,Blenio,TI
6717,Torre,Blenio,TI
6718,Camperio,Blenio,TI
6718,Olivone,Blenio,TI
6719,Aquila,Blenio,TI
6720,"Campo (Blenio)",Blenio,TI
6720,Ghirone,Blenio,TI
6721,Ludiano,Serravalle,TI
6721,"Motto (Blenio)",Acquarossa,TI
6722,Corzoneso,Acquarossa,TI
6723,Castro,Acquarossa,TI
6723,Marolta,Acquarossa,TI
6723,Prugiasco,Acquarossa,TI
6724,Largario,Acquarossa,TI
6724,"Ponto Valentino",Acquarossa,TI
6742,Pollegio,Pollegio,TI
6743,"Bodio TI",Bodio,TI
6744,Personico,Personico,TI
6745,Giornico,Giornico,TI
6746,Calonico,Faido,TI
6746,Lavorgo,Faido,TI
6746,Nivo,Faido,TI
6747,Chironico,Faido,TI
6748,Anzonico,Faido,TI
6749,Cavagnago,Faido,TI
6749,Sobrio,Faido,TI
6760,Calpiogna,Faido,TI
6760,Campello,Faido,TI
6760,"Carì",Faido,TI
6760,Faido,Faido,TI
6760,Molare,Faido,TI
6760,Rossura,Faido,TI
6763,Mairengo,Faido,TI
6763,Osco,Faido,TI
6764,Chiggiogna,Faido,TI
6772,Rodi-Fiesso,"Prato (Leventina)",TI
